scenario,timestep,iter,species,kp_nb
41,4,1,URAM,953
50,9,9,BLBR,886
46,11,1,MAAM,1143
47,3,8,BLBR,1162
38,7,8,URAM,1124
47,10,5,URAM,791
44,8,9,URAM,1119
43,8,9,MAAM,1014
44,4,7,PLCI,1086
44,3,8,BLBR,1202
46,10,1,URAM,1110
39,10,7,MAAM,1109
38,8,4,RASY,969
48,11,3,BLBR,760
42,4,5,PLCI,985
37,1,2,BLBR,1172
47,4,6,PLCI,1046
45,8,7,URAM,1111
45,8,3,PLCI,1034
44,2,5,MAAM,1325
47,4,7,URAM,938
48,8,5,RASY,774
44,6,5,URAM,1111
41,8,1,URAM,838
45,9,3,BLBR,1052
47,8,9,RASY,799
40,9,10,BLBR,992
44,4,1,URAM,1053
39,10,2,URAM,1150
37,0,8,MAAM,1337
42,4,6,BLBR,1051
38,3,7,PLCI,1133
44,11,1,BLBR,1033
46,11,3,BLBR,1017
44,4,4,PLCI,1088
51,2,1,RASY,1077
52,2,4,RASY,1077
47,5,8,URAM,875
45,8,10,URAM,1109
42,5,6,MAAM,1193
50,9,2,PLCI,828
42,9,3,BLBR,816
48,2,9,BLBR,1218
42,11,4,MAAM,970
41,10,3,MAAM,1044
43,6,6,PLCI,838
48,3,2,MAAM,1291
52,3,5,MAAM,1309
41,3,7,URAM,1017
45,8,7,BLBR,1085
37,0,4,PLCI,1096
39,6,6,PLCI,1043
39,7,5,URAM,1075
43,7,4,PLCI,846
46,7,6,MAAM,1207
44,3,10,BLBR,1210
47,6,1,BLBR,983
43,7,8,MAAM,1124
42,8,10,BLBR,813
37,0,3,RASY,975
50,5,2,RASY,934
47,7,4,RASY,813
38,6,1,URAM,1120
47,7,4,PLCI,865
46,3,4,BLBR,1215
43,5,2,PLCI,923
38,4,4,RASY,1048
39,2,2,RASY,1077
39,10,5,BLBR,964
49,6,8,PLCI,890
38,3,3,RASY,1038
48,11,6,RASY,698
46,8,1,MAAM,1190
51,10,6,MAAM,1128
46,3,8,MAAM,1272
43,4,9,BLBR,1103
40,5,10,RASY,1009
43,11,2,BLBR,705
46,9,6,BLBR,1072
39,8,6,BLBR,1034
51,11,10,BLBR,765
40,4,4,PLCI,1082
43,9,8,URAM,807
52,2,9,RASY,1077
49,6,7,RASY,852
46,5,3,RASY,1016
38,10,8,URAM,1162
52,3,1,BLBR,1167
44,7,6,URAM,1126
46,6,9,MAAM,1241
44,2,6,PLCI,1134
38,4,4,BLBR,1186
49,9,1,PLCI,792
51,7,3,PLCI,927
50,7,4,MAAM,1194
42,8,2,MAAM,1067
52,7,5,URAM,886
43,9,3,URAM,752
38,5,10,BLBR,1154
47,6,9,URAM,880
52,6,2,RASY,909
49,7,8,PLCI,841
38,9,3,MAAM,1151
47,8,7,URAM,825
41,6,2,MAAM,1188
41,4,6,PLCI,983
38,2,1,BLBR,1218
46,7,5,MAAM,1219
42,8,3,RASY,768
52,11,9,MAAM,1065
41,5,8,RASY,809
38,3,3,BLBR,1198
47,2,6,RASY,1077
48,11,6,MAAM,1038
38,5,10,RASY,1004
51,10,1,RASY,757
44,2,7,PLCI,1134
48,11,8,URAM,761
43,6,9,PLCI,859
38,5,7,URAM,1094
44,9,4,MAAM,1241
43,5,10,MAAM,1167
42,4,4,URAM,913
52,6,4,URAM,916
51,6,5,MAAM,1220
39,6,6,URAM,1077
37,2,10,BLBR,1168
47,3,3,RASY,996
46,5,1,RASY,1042
47,7,1,PLCI,860
46,8,3,URAM,1127
51,2,4,MAAM,1325
52,7,7,MAAM,1182
50,10,4,MAAM,1150
46,8,2,RASY,994
40,3,10,MAAM,1290
41,4,9,RASY,934
38,6,4,URAM,1067
39,10,8,PLCI,937
38,4,1,MAAM,1271
49,10,10,PLCI,793
45,9,10,RASY,971
42,11,9,URAM,720
51,7,9,URAM,865
50,7,6,MAAM,1215
39,10,1,PLCI,939
52,11,10,PLCI,725
42,2,8,RASY,1077
52,9,3,RASY,801
50,5,4,RASY,944
39,4,1,URAM,1094
42,8,8,URAM,801
47,4,8,BLBR,1092
50,2,8,URAM,1078
46,10,7,MAAM,1150
46,4,4,BLBR,1164
41,3,1,URAM,1021
47,2,6,URAM,1078
40,4,3,MAAM,1235
39,11,5,URAM,1150
42,6,8,BLBR,900
41,3,10,PLCI,1084
40,11,5,RASY,886
46,4,7,RASY,1047
40,3,4,RASY,1042
45,10,5,BLBR,1014
49,4,5,RASY,955
45,5,4,MAAM,1253
50,6,9,PLCI,971
49,7,8,URAM,823
42,8,7,BLBR,804
42,10,4,PLCI,701
42,4,3,BLBR,1092
51,7,6,BLBR,946
41,9,3,PLCI,786
48,7,2,URAM,834
46,11,9,RASY,951
42,9,10,PLCI,743
49,7,1,URAM,835
48,8,5,MAAM,1146
42,11,3,URAM,737
44,6,9,MAAM,1253
48,5,2,PLCI,940
47,5,6,URAM,920
48,5,9,BLBR,1018
47,7,3,PLCI,851
52,10,2,RASY,731
50,4,1,MAAM,1269
38,10,4,PLCI,962
45,4,4,RASY,1048
51,3,6,RASY,996
52,2,6,RASY,1077
40,5,7,MAAM,1230
40,8,3,URAM,1147
46,5,8,URAM,1073
38,7,1,BLBR,1089
37,2,7,MAAM,1322
40,7,6,PLCI,993
47,7,5,RASY,833
49,10,3,MAAM,1032
44,10,10,URAM,1146
48,4,1,BLBR,1042
46,11,3,MAAM,1130
43,7,6,MAAM,1123
40,2,3,PLCI,1134
45,4,7,PLCI,1104
46,11,10,BLBR,1012
38,8,3,BLBR,1074
46,6,6,RASY,1013
48,11,4,URAM,808
39,2,8,RASY,1077
44,4,6,MAAM,1278
39,6,1,MAAM,1191
40,6,3,BLBR,1102
40,11,7,URAM,1128
41,8,6,BLBR,903
43,6,2,URAM,849
46,7,9,RASY,1010
44,8,8,URAM,1125
41,11,2,MAAM,1063
43,5,9,PLCI,912
44,4,3,MAAM,1297
44,7,3,MAAM,1274
47,5,2,PLCI,945
39,8,9,URAM,1098
45,6,8,MAAM,1278
42,9,3,PLCI,766
47,11,5,BLBR,803
50,7,5,RASY,891
46,10,7,BLBR,1016
40,11,5,MAAM,1064
41,9,7,RASY,733
44,9,7,URAM,1136
42,9,6,MAAM,1022
42,6,6,BLBR,912
46,8,2,URAM,1120
40,3,2,URAM,1072
49,5,2,BLBR,1003
39,5,2,PLCI,1086
48,5,6,MAAM,1215
41,9,10,URAM,768
39,9,8,PLCI,963
50,11,3,BLBR,805
52,2,10,RASY,1077
50,10,6,PLCI,795
50,7,8,URAM,872
46,6,7,RASY,1016
43,2,10,URAM,1078
46,10,10,BLBR,1029
44,5,4,URAM,1068
50,3,7,MAAM,1305
51,2,8,PLCI,1134
43,10,10,BLBR,723
50,5,5,BLBR,1037
44,6,2,RASY,1005
48,3,7,BLBR,1126
40,5,8,RASY,1021
38,10,5,RASY,914
38,2,2,RASY,1077
49,4,3,BLBR,1059
43,8,7,RASY,724
46,11,5,MAAM,1107
45,9,8,BLBR,1079
48,4,9,RASY,918
48,3,4,URAM,1004
42,10,3,BLBR,739
52,4,9,RASY,986
44,10,8,URAM,1097
38,5,7,MAAM,1302
43,7,4,RASY,802
50,3,3,BLBR,1156
46,9,9,BLBR,1054
41,10,9,RASY,667
42,3,10,MAAM,1266
46,6,2,BLBR,1136
38,5,9,PLCI,1065
38,11,4,RASY,912
44,11,7,URAM,1116
51,10,7,MAAM,1089
40,3,9,URAM,1073
41,9,6,RASY,727
40,5,2,PLCI,1058
40,4,8,MAAM,1270
38,2,10,PLCI,1134
39,4,2,BLBR,1192
45,9,7,URAM,1116
40,7,4,RASY,988
51,9,3,PLCI,855
51,3,8,MAAM,1289
45,9,7,PLCI,1013
45,9,3,URAM,1145
41,7,8,RASY,727
46,5,6,MAAM,1268
50,2,8,PLCI,1134
49,10,7,URAM,745
44,5,5,PLCI,1119
42,3,2,BLBR,1182
40,5,5,RASY,1026
43,5,5,PLCI,935
41,3,6,URAM,1001
46,8,1,URAM,1107
52,3,9,PLCI,1056
40,9,2,URAM,1167
47,2,2,BLBR,1218
40,11,1,PLCI,914
47,10,2,URAM,783
52,10,4,PLCI,784
40,10,7,MAAM,1052
42,8,6,RASY,777
52,3,3,RASY,994
49,11,5,PLCI,717
37,1,2,URAM,999
40,9,4,RASY,949
50,8,10,MAAM,1194
52,8,8,URAM,856
48,9,9,RASY,774
41,2,10,BLBR,1218
40,2,1,URAM,1078
37,2,4,PLCI,1095
38,6,7,PLCI,1056
50,7,5,MAAM,1180
39,8,1,URAM,1140
39,10,5,RASY,933
52,8,2,PLCI,881
42,6,2,URAM,876
48,2,1,URAM,1078
50,4,6,MAAM,1268
40,2,10,URAM,1078
51,7,8,PLCI,911
46,5,5,RASY,1022
40,7,4,PLCI,1013
41,10,2,BLBR,833
47,7,2,URAM,837
37,0,9,MAAM,1337
48,3,9,RASY,972
44,7,5,RASY,998
41,10,6,RASY,701
39,6,5,PLCI,1021
45,2,5,PLCI,1134
50,2,7,MAAM,1325
38,8,6,RASY,958
39,4,2,RASY,1032
42,10,4,BLBR,732
44,8,6,BLBR,1124
38,10,1,RASY,940
47,3,7,URAM,1021
51,11,3,MAAM,1079
51,4,10,BLBR,1080
47,10,4,MAAM,1137
40,6,4,BLBR,1095
42,9,4,URAM,770
50,10,5,MAAM,1170
43,7,5,BLBR,887
40,2,9,BLBR,1218
52,9,10,RASY,780
43,7,7,PLCI,796
45,6,3,BLBR,1142
47,5,6,MAAM,1235
46,7,10,MAAM,1241
51,8,6,RASY,819
47,2,9,MAAM,1325
49,3,2,MAAM,1270
52,10,5,MAAM,1088
38,9,6,URAM,1136
43,10,2,URAM,744
51,2,9,RASY,1077
49,4,2,URAM,932
47,4,6,BLBR,1137
52,9,9,PLCI,819
51,9,6,BLBR,894
42,5,5,BLBR,969
49,7,7,BLBR,899
41,7,8,URAM,801
45,5,9,MAAM,1240
52,5,4,URAM,906
38,6,3,URAM,1106
46,7,4,URAM,1114
43,6,9,BLBR,912
46,5,4,BLBR,1148
40,4,1,PLCI,1074
47,2,8,MAAM,1325
52,9,10,BLBR,869
41,8,3,URAM,759
49,8,1,BLBR,880
45,8,7,PLCI,1056
42,5,2,URAM,911
44,3,10,URAM,1053
46,2,9,RASY,1077
47,3,4,MAAM,1296
49,11,6,URAM,729
45,4,2,URAM,1087
40,4,8,RASY,1043
49,3,4,URAM,1024
52,5,10,MAAM,1248
50,3,6,RASY,985
49,2,8,RASY,1077
43,7,9,MAAM,1067
48,7,6,MAAM,1136
50,4,1,PLCI,1041
51,8,2,MAAM,1138
39,11,7,PLCI,972
51,5,4,MAAM,1230
38,7,10,BLBR,1081
39,6,5,BLBR,1061
49,5,1,MAAM,1225
41,4,7,RASY,925
43,3,10,URAM,992
43,7,4,MAAM,1107
50,6,3,MAAM,1201
49,10,9,PLCI,740
49,6,5,RASY,876
45,9,4,MAAM,1220
45,7,4,BLBR,1086
42,4,8,MAAM,1199
44,11,7,RASY,966
40,11,9,URAM,1180
44,2,6,URAM,1078
48,11,4,MAAM,1074
39,8,3,MAAM,1167
44,11,3,BLBR,1006
43,9,3,PLCI,719
42,6,2,RASY,820
51,6,9,MAAM,1207
39,9,1,RASY,942
39,10,6,MAAM,1100
38,2,5,RASY,1077
44,3,7,BLBR,1205
49,8,10,URAM,824
50,5,1,BLBR,1078
45,3,1,PLCI,1098
42,10,3,MAAM,985
50,7,9,MAAM,1215
49,9,5,MAAM,1110
43,6,5,MAAM,1113
44,6,9,BLBR,1171
46,6,5,BLBR,1141
51,5,1,URAM,896
51,4,4,PLCI,1012
45,3,8,URAM,1053
45,8,10,BLBR,1078
37,1,3,MAAM,1343
41,9,9,BLBR,827
48,4,3,MAAM,1257
51,6,4,MAAM,1193
44,4,6,RASY,1027
49,9,7,MAAM,1076
38,8,4,URAM,1104
51,10,3,MAAM,1142
46,9,2,PLCI,1012
49,6,2,PLCI,870
41,11,8,MAAM,1039
39,5,7,RASY,1011
50,7,9,RASY,840
52,6,2,URAM,896
39,4,7,PLCI,1074
47,3,3,MAAM,1292
49,8,6,PLCI,808
47,5,6,RASY,924
49,2,10,PLCI,1134
49,3,10,MAAM,1294
45,2,8,MAAM,1325
51,2,9,URAM,1078
39,7,6,PLCI,1028
45,4,4,BLBR,1156
42,5,5,MAAM,1193
52,3,1,URAM,989
37,2,6,BLBR,1156
49,10,1,BLBR,805
39,5,8,BLBR,1153
38,9,2,RASY,953
40,7,5,RASY,990
47,3,5,BLBR,1141
51,11,9,URAM,742
48,11,10,URAM,737
38,3,10,RASY,1043
52,8,4,BLBR,884
38,11,4,PLCI,928
39,3,1,RASY,1047
40,8,8,PLCI,974
46,2,7,URAM,1078
39,2,5,BLBR,1218
43,2,1,MAAM,1325
49,3,5,PLCI,998
39,10,2,BLBR,972
47,5,5,PLCI,923
40,4,7,PLCI,1100
48,5,3,MAAM,1255
39,10,7,URAM,1156
52,6,4,MAAM,1213
49,8,6,URAM,807
42,4,2,BLBR,1122
52,10,6,PLCI,760
42,3,3,MAAM,1295
46,7,3,MAAM,1217
50,10,7,MAAM,1155
38,10,8,MAAM,1123
38,6,1,BLBR,1150
48,2,5,RASY,1077
42,2,9,MAAM,1325
49,7,8,MAAM,1153
38,4,3,MAAM,1275
51,3,3,RASY,997
47,3,5,PLCI,1033
43,5,2,BLBR,1000
48,3,8,MAAM,1256
40,3,5,RASY,1055
48,8,5,URAM,831
50,11,8,MAAM,1121
49,9,2,BLBR,839
47,6,10,PLCI,923
47,4,1,URAM,933
39,11,2,RASY,880
52,6,8,PLCI,935
44,5,8,RASY,1033
41,8,4,RASY,738
39,11,6,BLBR,999
43,6,5,RASY,856
47,5,5,URAM,894
40,5,6,RASY,1036
47,10,1,PLCI,777
50,5,9,MAAM,1270
42,2,9,RASY,1077
43,10,8,MAAM,991
50,2,5,RASY,1077
48,6,3,PLCI,900
48,9,1,URAM,813
37,2,3,MAAM,1325
45,6,7,PLCI,1080
37,0,6,URAM,973
39,4,3,MAAM,1289
52,3,10,URAM,989
40,11,7,PLCI,961
49,4,5,PLCI,982
39,8,9,BLBR,1051
45,11,9,BLBR,986
51,2,2,PLCI,1134
45,6,6,RASY,997
45,8,5,RASY,990
44,6,1,MAAM,1266
46,10,8,BLBR,1030
46,3,4,MAAM,1297
51,2,10,PLCI,1134
48,11,4,RASY,734
47,10,1,URAM,777
44,8,6,RASY,990
39,6,4,PLCI,1011
39,9,3,BLBR,986
52,3,10,PLCI,1090
51,2,10,BLBR,1218
40,4,9,RASY,1045
39,2,8,BLBR,1218
49,7,5,BLBR,924
45,10,2,URAM,1089
38,8,1,URAM,1143
43,7,2,MAAM,1064
49,10,1,RASY,736
40,2,5,BLBR,1218
44,5,9,MAAM,1273
41,2,2,URAM,1078
49,10,6,RASY,738
40,11,5,PLCI,914
43,9,9,URAM,756
37,2,6,RASY,996
49,5,5,PLCI,968
42,2,5,MAAM,1325
40,9,1,URAM,1150
43,3,6,RASY,993
47,9,7,URAM,814
50,2,7,BLBR,1218
46,6,6,URAM,1091
49,3,1,RASY,985
51,4,3,MAAM,1257
42,4,7,RASY,910
42,9,1,PLCI,762
48,2,4,BLBR,1218
50,7,4,URAM,891
44,8,4,URAM,1133
49,3,2,URAM,1012
41,11,10,BLBR,748
52,11,2,URAM,718
42,6,10,BLBR,924
50,6,7,MAAM,1243
43,4,5,URAM,921
48,6,9,PLCI,882
44,4,9,URAM,1077
52,11,10,BLBR,764
49,3,1,BLBR,1148
46,9,2,BLBR,1022
40,11,10,RASY,901
51,8,4,MAAM,1180
44,3,5,BLBR,1223
42,9,3,RASY,723
43,7,1,BLBR,858
41,10,8,BLBR,752
44,10,1,PLCI,1017
43,4,4,PLCI,983
48,2,3,PLCI,1134
48,5,4,URAM,892
42,3,8,BLBR,1128
47,5,8,BLBR,1009
43,11,7,PLCI,656
45,2,10,BLBR,1218
44,7,3,PLCI,1058
47,5,3,RASY,892
42,11,6,PLCI,703
37,2,2,RASY,963
51,6,8,RASY,914
43,9,10,PLCI,761
43,6,6,RASY,816
41,5,6,BLBR,1020
51,4,5,PLCI,1030
48,9,8,PLCI,775
39,10,9,MAAM,1105
49,8,4,RASY,802
44,8,1,URAM,1109
44,7,9,URAM,1117
47,11,10,PLCI,759
45,10,6,BLBR,1026
49,2,1,RASY,1077
46,9,8,RASY,988
42,11,10,RASY,654
52,11,8,PLCI,721
42,3,4,URAM,982
47,11,9,RASY,727
42,4,6,MAAM,1226
52,7,5,BLBR,952
51,4,6,RASY,959
39,7,10,BLBR,1050
52,2,1,BLBR,1218
51,6,3,RASY,904
37,0,1,MAAM,1337
51,4,10,RASY,964
51,2,8,URAM,1078
39,3,9,BLBR,1211
38,4,10,PLCI,1105
49,4,9,BLBR,1120
42,5,8,BLBR,941
46,9,1,RASY,977
51,3,2,RASY,983
45,3,6,PLCI,1107
48,7,8,URAM,877
40,11,9,MAAM,1071
47,11,9,MAAM,1125
51,8,5,BLBR,920
41,11,4,BLBR,781
40,8,8,BLBR,1005
42,4,6,URAM,935
49,6,4,BLBR,974
45,7,3,RASY,1027
49,11,9,BLBR,717
47,4,9,BLBR,1088
39,8,10,BLBR,1041
41,7,2,BLBR,928
46,8,3,PLCI,1048
40,6,10,PLCI,1026
39,9,2,BLBR,1016
45,9,9,RASY,996
43,6,8,BLBR,896
44,7,4,MAAM,1282
50,8,10,PLCI,899
38,5,10,URAM,1069
51,6,1,MAAM,1179
40,8,7,PLCI,994
41,11,1,PLCI,719
44,3,6,MAAM,1316
41,10,1,BLBR,832
43,2,1,RASY,1077
42,3,6,RASY,983
47,4,7,RASY,956
49,7,6,BLBR,887
40,10,2,MAAM,1102
43,6,8,URAM,850
42,11,7,MAAM,973
40,10,5,MAAM,1101
43,3,5,URAM,954
39,9,9,URAM,1116
44,2,1,MAAM,1325
50,3,5,MAAM,1311
43,5,8,RASY,861
44,6,5,BLBR,1169
48,8,10,PLCI,837
40,2,3,MAAM,1325
47,9,1,RASY,772
49,6,10,URAM,874
51,5,9,MAAM,1240
43,5,9,URAM,903
39,6,2,URAM,1129
52,2,5,BLBR,1218
49,7,9,RASY,827
51,5,8,BLBR,1052
50,3,5,BLBR,1158
41,7,6,URAM,871
38,2,10,BLBR,1218
43,11,9,RASY,663
49,6,1,PLCI,903
46,8,4,PLCI,1028
49,7,3,MAAM,1176
43,3,8,BLBR,1112
49,4,3,MAAM,1249
42,8,9,URAM,798
46,9,4,BLBR,1066
49,10,6,URAM,732
46,5,3,PLCI,1077
50,11,7,URAM,756
44,3,7,RASY,1058
45,4,9,BLBR,1157
42,5,6,PLCI,894
46,3,7,PLCI,1115
44,10,5,PLCI,1023
44,9,1,BLBR,1116
44,5,6,PLCI,1106
48,2,9,PLCI,1134
41,5,4,MAAM,1206
41,7,7,URAM,821
47,10,3,RASY,718
48,4,5,PLCI,979
51,11,5,MAAM,1100
47,9,2,PLCI,805
47,7,1,RASY,790
38,7,3,BLBR,1100
39,6,9,MAAM,1188
46,11,5,RASY,965
38,9,2,PLCI,984
39,9,1,PLCI,967
44,2,5,BLBR,1218
49,10,6,PLCI,740
47,3,6,PLCI,1089
49,2,10,RASY,1077
44,8,5,PLCI,1070
43,8,7,PLCI,774
43,9,2,PLCI,776
50,4,7,URAM,916
46,2,4,PLCI,1134
37,0,9,URAM,973
50,2,3,MAAM,1325
45,9,5,RASY,991
52,10,4,RASY,755
50,10,9,RASY,724
50,3,8,RASY,975
46,5,2,PLCI,1074
39,7,6,BLBR,1080
50,3,5,URAM,990
42,11,6,URAM,761
37,2,1,BLBR,1152
41,5,6,PLCI,934
46,9,2,RASY,971
47,5,4,BLBR,1029
52,3,8,URAM,974
42,6,8,PLCI,856
44,11,1,RASY,968
41,6,9,MAAM,1182
45,5,3,PLCI,1085
46,9,7,RASY,1001
48,7,5,RASY,823
42,5,1,URAM,922
38,9,3,RASY,951
42,5,8,URAM,889
51,3,3,PLCI,1077
51,8,4,RASY,832
37,0,9,PLCI,1096
39,11,9,BLBR,982
46,11,8,RASY,950
40,6,9,MAAM,1185
41,7,2,PLCI,843
40,9,9,RASY,952
39,11,4,RASY,950
39,6,10,MAAM,1200
49,11,3,PLCI,729
39,4,4,RASY,1032
48,8,2,RASY,784
46,2,8,RASY,1077
44,10,9,URAM,1103
43,2,9,BLBR,1218
52,3,8,MAAM,1273
42,2,3,BLBR,1218
38,10,9,RASY,923
43,9,4,BLBR,787
40,4,6,URAM,1105
39,6,4,BLBR,1093
52,8,9,MAAM,1170
50,5,4,MAAM,1256
46,7,5,BLBR,1108
50,4,10,BLBR,1124
50,5,5,PLCI,1005
39,7,2,PLCI,1017
43,7,8,URAM,849
40,6,1,MAAM,1221
48,5,10,BLBR,1024
46,11,6,URAM,1108
41,11,9,BLBR,763
43,4,2,MAAM,1241
46,2,3,RASY,1077
47,4,5,PLCI,1005
39,11,10,MAAM,1078
50,9,8,BLBR,914
52,9,7,BLBR,855
51,6,8,BLBR,1027
40,4,7,MAAM,1252
51,7,7,MAAM,1176
41,10,7,MAAM,1061
47,6,4,BLBR,1036
42,7,2,BLBR,872
51,3,7,PLCI,1027
43,11,5,PLCI,706
45,5,1,BLBR,1152
48,5,7,MAAM,1204
44,2,2,BLBR,1218
48,4,1,RASY,932
38,3,9,PLCI,1093
47,5,10,BLBR,1029
44,11,9,MAAM,1161
52,11,10,MAAM,1092
38,2,8,MAAM,1325
46,2,2,URAM,1078
40,8,9,URAM,1145
48,5,4,MAAM,1217
38,8,7,PLCI,1019
47,10,7,PLCI,752
51,4,3,PLCI,1011
45,2,6,MAAM,1325
44,5,8,PLCI,1087
43,7,3,PLCI,805
50,9,8,MAAM,1178
42,5,6,RASY,860
48,9,6,BLBR,834
37,1,3,RASY,1012
52,9,6,PLCI,844
39,4,7,URAM,1071
45,4,2,BLBR,1167
52,7,5,MAAM,1156
38,11,8,URAM,1146
47,8,5,MAAM,1193
52,7,5,PLCI,929
48,6,10,URAM,874
45,4,6,MAAM,1256
38,9,10,URAM,1095
38,10,3,PLCI,958
52,5,6,URAM,921
41,10,9,URAM,753
44,5,10,PLCI,1107
44,7,8,URAM,1130
52,10,6,MAAM,1117
40,6,4,RASY,984
52,9,2,URAM,791
52,4,6,RASY,947
44,7,3,URAM,1110
51,9,5,URAM,832
41,3,2,MAAM,1273
52,5,10,PLCI,988
50,11,1,MAAM,1128
46,3,8,RASY,1038
42,11,5,RASY,654
41,2,3,BLBR,1218
47,4,7,MAAM,1254
41,2,8,URAM,1078
45,5,9,BLBR,1123
41,2,2,RASY,1077
47,10,2,RASY,726
39,2,9,BLBR,1218
38,7,4,RASY,993
45,4,10,PLCI,1087
45,4,6,URAM,1072
42,5,7,URAM,923
50,3,2,PLCI,1073
47,7,10,BLBR,991
50,7,10,RASY,850
40,8,1,PLCI,962
49,4,4,URAM,914
44,4,4,RASY,1030
46,6,10,BLBR,1134
51,5,3,MAAM,1239
46,10,8,RASY,975
50,11,6,RASY,699
52,2,2,PLCI,1134
51,6,6,PLCI,970
41,2,10,MAAM,1325
38,10,1,URAM,1134
43,7,10,MAAM,1070
49,2,2,MAAM,1325
38,2,3,RASY,1077
50,9,6,PLCI,870
47,5,9,RASY,872
42,7,8,URAM,816
50,11,2,URAM,717
49,11,4,MAAM,997
39,8,8,MAAM,1171
49,3,5,URAM,966
42,6,1,URAM,883
45,7,8,PLCI,1072
46,11,6,RASY,960
52,5,5,MAAM,1247
39,2,9,MAAM,1325
46,4,4,URAM,1052
51,2,6,RASY,1077
39,4,3,PLCI,1070
41,7,6,PLCI,838
44,7,2,BLBR,1157
48,7,1,PLCI,880
45,3,9,URAM,1073
46,4,6,RASY,1043
49,9,2,PLCI,811
49,6,3,BLBR,946
48,6,10,PLCI,888
50,5,6,URAM,913
46,7,3,BLBR,1094
49,9,10,PLCI,814
49,3,8,PLCI,1034
50,6,8,BLBR,1008
38,4,4,MAAM,1296
49,5,5,MAAM,1235
41,6,1,PLCI,885
50,4,3,RASY,991
50,4,3,MAAM,1289
39,8,1,PLCI,999
52,9,1,PLCI,852
43,7,4,URAM,826
39,5,10,URAM,1090
47,3,7,MAAM,1294
38,2,6,RASY,1077
46,6,7,MAAM,1258
52,10,2,PLCI,783
50,6,9,MAAM,1252
47,6,4,PLCI,926
39,5,2,URAM,1086
48,11,2,MAAM,1048
38,11,10,BLBR,964
51,9,4,BLBR,864
49,11,5,RASY,690
44,10,2,PLCI,1000
52,11,3,BLBR,791
45,2,8,PLCI,1134
48,4,2,RASY,952
39,4,5,BLBR,1198
43,3,6,BLBR,1135
52,2,7,BLBR,1218
51,10,9,BLBR,810
52,7,3,MAAM,1150
46,5,3,MAAM,1250
43,3,9,URAM,973
39,4,4,BLBR,1180
44,7,7,BLBR,1140
47,2,9,BLBR,1218
48,9,3,BLBR,834
47,6,1,PLCI,901
43,7,3,URAM,787
41,10,2,URAM,750
47,4,2,BLBR,1063
44,11,6,PLCI,983
43,9,5,MAAM,985
51,10,1,BLBR,827
47,8,2,RASY,787
43,6,3,RASY,847
40,8,7,BLBR,1029
44,5,6,MAAM,1304
44,4,7,MAAM,1291
50,5,10,BLBR,1082
44,10,7,URAM,1128
44,7,8,PLCI,1098
52,10,7,MAAM,1099
45,10,9,URAM,1106
41,11,1,MAAM,1044
46,6,8,MAAM,1241
51,9,7,URAM,847
44,4,8,URAM,1085
41,3,4,PLCI,1025
49,11,8,URAM,756
39,9,10,RASY,957
51,6,6,RASY,895
38,7,3,RASY,992
52,5,7,PLCI,976
47,2,5,PLCI,1134
51,10,3,PLCI,840
43,4,9,URAM,957
38,2,7,MAAM,1325
42,5,7,MAAM,1171
44,11,7,BLBR,1027
50,7,8,BLBR,983
37,1,1,MAAM,1322
46,8,9,BLBR,1084
47,6,10,MAAM,1211
40,4,6,RASY,1037
43,5,4,MAAM,1201
39,9,6,PLCI,990
52,8,4,PLCI,848
47,9,2,RASY,767
51,10,5,BLBR,812
40,5,9,MAAM,1245
41,9,5,URAM,778
39,4,9,PLCI,1072
38,6,9,MAAM,1242
48,11,9,BLBR,756
38,9,2,URAM,1110
41,3,5,URAM,1004
46,4,8,URAM,1070
45,4,6,RASY,1034
48,11,5,RASY,683
39,6,2,PLCI,1051
41,5,1,PLCI,939
45,11,9,PLCI,961
43,11,4,BLBR,703
52,6,9,RASY,885
44,5,7,PLCI,1091
52,10,10,RASY,724
40,3,9,PLCI,1109
48,4,7,RASY,922
40,8,4,BLBR,1026
40,2,7,BLBR,1218
45,3,3,PLCI,1132
45,8,4,MAAM,1198
46,4,3,URAM,1051
52,5,9,PLCI,968
51,5,10,PLCI,981
44,4,4,BLBR,1209
42,2,7,BLBR,1218
43,11,8,BLBR,694
42,10,10,RASY,668
48,5,7,RASY,895
49,7,3,BLBR,879
40,8,4,PLCI,1000
51,5,1,BLBR,996
52,5,1,URAM,915
43,7,5,URAM,820
51,6,3,MAAM,1208
44,6,8,RASY,1034
52,8,9,PLCI,855
45,11,4,PLCI,949
43,10,8,RASY,716
43,10,9,PLCI,697
39,6,10,PLCI,1026
50,4,5,MAAM,1294
38,4,8,BLBR,1212
50,10,9,URAM,792
40,5,10,BLBR,1119
38,9,4,PLCI,1008
48,8,9,BLBR,854
40,3,2,BLBR,1219
46,11,7,PLCI,1010
43,3,3,PLCI,1034
45,4,7,MAAM,1270
39,5,1,URAM,1095
39,9,5,MAAM,1121
50,10,6,MAAM,1152
45,4,5,RASY,1053
44,3,2,MAAM,1311
48,9,6,MAAM,1120
42,8,7,RASY,751
52,11,1,RASY,695
45,7,9,BLBR,1088
38,10,6,RASY,938
51,8,9,URAM,872
52,7,4,BLBR,914
43,2,2,URAM,1078
38,9,1,MAAM,1175
42,9,1,URAM,761
50,9,1,PLCI,846
52,2,6,URAM,1078
41,9,5,BLBR,829
49,11,1,PLCI,748
43,9,5,URAM,773
43,6,8,MAAM,1124
